State,District,Latitude,Longitude,Population in 2001,Population in 2011
Rajasthan,Pali,25.80490394,73.55285641,1820251,2037573
Rajasthan,Rajsamand,25.24894767,73.96570216,982523,1156597
Rajasthan,Sawai Madhopur,26.25108118,76.42192839,1117057,1335551
Rajasthan,Sikar,27.64644059,75.29317423,2287788,2677333
Rajasthan,Sirohi,24.79769053,72.75309132,851107,1036346
Rajasthan,Tonk,26.15393507,75.79192216,1211671,1421326
Rajasthan,Udaipur,24.44076752,73.8402984,2481201,3068420
Sikkim,East,27.29600353,88.74908392,,
Sikkim,North Sikkim,27.81381005,88.54200565,,
Sikkim,South Sikkim,27.27802162,88.37538595,,
Sikkim,West Sikkim,27.3359816,88.158012,,
Tamil Nadu,Ariyalur,11.19051484,79.22249644,695524,754894
Tamil Nadu,Chennai,13.05809891,80.28139152,4343645,4646732
Tamil Nadu,Coimbatore,10.871377,77.07619012,2916620,3458045
Tamil Nadu,Cuddalore,11.57587301,79.63002365,2285395,2605914
Tamil Nadu,Dharmapuri,12.3001412,78.11509813,1295182,1506843
Tamil Nadu,Dindigul,10.37780139,77.7801128,1923014,2159775
Tamil Nadu,Erode,11.26701216,77.42034335,2016582,2251744
Tamil Nadu,Kancheepuram,12.49642476,80.0882036,,
Tamil Nadu,Kanniyakumari,8.1834663,77.32053064,,
Tamil Nadu,Karur,10.79532777,78.08749687,935686,1064493
Tamil Nadu,Madurai,9.904313833,78.01366033,2578201,3038252
Tamil Nadu,Nagapattinam,10.78946816,79.79437299,1488839,1616450
Tamil Nadu,Namakkal,11.33766638,78.14624841,1493462,1726601
Tamil Nadu,Nilgiris,11.44236166,76.66146422,,
Tamil Nadu,Perambalur,11.26013776,78.86034012,493646,565223
Tamil Nadu,Pudukkottai,10.13051482,79.05444484,1459601,1618345
Tamil Nadu,Ramanathapuram,9.312869952,78.99185362,1187604,1353445
Tamil Nadu,Salem,11.6293242,78.2478258,3016346,3482056
Tamil Nadu,Sivaganga,9.960306581,78.56535729,1155356,1339101
Tamil Nadu,Thanjavur,10.38769226,79.31948691,2216138,2405890
Tamil Nadu,Theni,9.924066667,77.43458833,1093950,1245899
Tamil Nadu,Thiruvallur,13.2758581,80.19724703,,
Tamil Nadu,Thiruvarur,10.36892741,79.60322894,,
Tamil Nadu,Thoothukudi,8.72096117,78.13832691,,
Tamil Nadu,Tiruchchirappalli,10.83784132,78.54729002,,
Tamil Nadu,Tirunelveli Kattabo,8.457430704,77.70549636,,
Tamil Nadu,Tiruvannamalai,12.41931895,79.23265632,2186125,2464875
Tamil Nadu,Vellore,12.78488263,79.02643284,3477317,3936331
Tamil Nadu,Villupuram,12.06557135,79.68989101,,
Tamil Nadu,Virudhunagar,9.468872196,77.87641469,1751301,1942288
Tripura,Dhalai,23.78136048,91.94654283,310598,378230
Tripura,North Tripura,24.12173976,92.17842538,590913,693947
Tripura,South Tripura,23.2118741,91.60658076,764710,876001
Tripura,West Tripura,23.78016624,91.41310789,1532982,1725739
Uttar Pradesh,Agra,26.99512975,78.05278292,3621702,4418797
Uttar Pradesh,Aligarh,27.93748577,78.00146831,2992286,3673889
Uttar Pradesh,Allahabad,25.39203866,82.05172447,4937266,5954391
Uttar Pradesh,Ambedkar Nagar,26.39119026,82.68282143,2026876,2397888
Uttar Pradesh,Auraiya,26.66892394,79.42637057,1179993,1379545
Uttar Pradesh,Azamgarh,26.00829095,83.01220251,3939916,4613913
Uttar Pradesh,Badaun,28.08595673,78.997108,,
Uttar Pradesh,Baghpat,29.0457935,77.302663,1163991,1303048
Uttar Pradesh,Bahraich,27.6917763,81.46779783,2701478,3487731
Uttar Pradesh,Ballia,25.86075638,84.03651979,2760667,3239774
Uttar Pradesh,Balrampur,27.44907654,82.47158326,1682350,2148665
Uttar Pradesh,Banda,25.3518859,80.52487391,1501602,1799410
Uttar Pradesh,Bara Banki,26.92277703,81.35762351,2673581,3260699
Uttar Pradesh,Bareilly,28.51101941,79.43187072,3618589,4448359
Uttar Pradesh,Basti,26.83388045,82.69790591,2084814,2464464
Uttar Pradesh,Bijnor,29.31397426,78.45098815,3131619,3682713
Uttar Pradesh,Bulandshahr,28.34875862,78.01082759,3009860,3499171
Uttar Pradesh,Chandauli,25.11808596,83.25307063,1643251,1952756
Uttar Pradesh,Chitrakoot,25.15992462,81.07666088,801957,991730
Uttar Pradesh,Deoria,26.42218857,83.82440707,2714179,3100946
Uttar Pradesh,Etah,27.59115531,78.70021858,1531645,1774480
Uttar Pradesh,Etawah,26.7881767,79.07621806,1338871,1581810
Uttar Pradesh,Faizabad,26.60589185,82.00783531,2088928,2470996
Uttar Pradesh,Farrukhabad,27.45063298,79.44062846,1570408,1885204
Uttar Pradesh,Fatehpur,25.8374362,80.85416203,2308384,2632733
Uttar Pradesh,Firozabad,27.20963993,78.42660625,2081752,2498156
Uttar Pradesh,Gautam Buddha Nagar,28.39331104,77.52462468,1105292,1648115
Uttar Pradesh,Ghaziabad,28.74997309,77.67441879,3314070,4681645
Uttar Pradesh,Ghazipur,25.62472478,83.53608546,3037582,3620268
Uttar Pradesh,Gonda,27.15721555,82.0226888,2765586,3433919
Uttar Pradesh,Gorakhpur,26.63315887,83.35495604,3769456,4440895
Uttar Pradesh,Hamirpur,25.73815838,79.8261948,993792,1104285
Uttar Pradesh,Hardoi,27.33740909,80.26411768,3398306,4092845
Uttar Pradesh,Hathras,27.57814661,78.18251084,,
Uttar Pradesh,Jalaun,26.06795459,79.36686911,1454452,1689974
Uttar Pradesh,Jaunpur,25.70141281,82.54315352,3911679,4494204
Uttar Pradesh,Jhansi,25.45581535,78.89954581,1744931,1998603
Uttar Pradesh,Jyotiba Phule Nagar,28.87049898,78.39009365,,
Uttar Pradesh,Kannauj,26.99398862,79.6443794,1388923,1656616
Uttar Pradesh,Kanpur Dehat,26.43047641,79.98710083,1563336,1796184
Uttar Pradesh,Kanpur,26.37046935,80.29251573,,
Uttar Pradesh,Kaushambi,25.53587532,81.41811282,1291993,1599596
Uttar Pradesh,Kushinagar,26.89253068,83.92261542,2891667,3564544
Uttar Pradesh,Lakhimpur Kheri,28.09185401,80.64732466,,
Uttar Pradesh,Lalitpur,24.58877161,78.60082331,977734,1221592
Uttar Pradesh,Lucknow,26.83823359,80.89706027,3647834,4589838
Uttar Pradesh,Maharajganj,27.17709911,83.46127857,,
Uttar Pradesh,Mahoba,25.3452967,79.67863003,758379,875958
Uttar Pradesh,Mainpuri,27.17386862,79.03501851,1596718,1868529
Uttar Pradesh,Mathura,27.59390433,77.62153417,2074516,2547184
Uttar Pradesh,Mau,26.01082204,83.50582654,1854950,2205968
Uttar Pradesh,Meerut,29.02957626,77.80611006,2973877,3443689
Uttar Pradesh,Mirzapur,25.10207959,82.60126629,2074709,2496970
Uttar Pradesh,Moradabad,28.85177041,78.73580193,3810983,4772006
Uttar Pradesh,Muzaffarnagar,29.47050798,77.64017848,3543362,4143512
Uttar Pradesh,Pilibhit,28.52024175,79.90103974,1728108,2031007
Uttar Pradesh,Pratapgarh,25.86484273,81.93530049,2731174,3209141
Uttar Pradesh,Rae Bareli,26.25390284,81.22260463,2872335,3405559
Uttar Pradesh,Rampur,28.83244727,79.10977333,1923739,2335819
Uttar Pradesh,Saharanpur,30.03381165,77.59905148,2896863,3466382
Uttar Pradesh,Sant Kabir Nagar,26.79159652,83.03877643,1420226,1715183
Uttar Pradesh,Sant Ravi Das Nagar,25.36457874,82.43494991,,
Uttar Pradesh,Shahjahanpur,27.99138935,79.83022753,2464930,3006538
Uttar Pradesh,Shravasti,27.60491788,81.79319777,,
Uttar Pradesh,Siddharth Nagar,27.20738484,82.78664992,,
Uttar Pradesh,Sitapur,27.50199596,80.85288881,3619661,4483992
Uttar Pradesh,Sonbhadra,24.46693269,83.06816325,1504852,1862559
Uttar Pradesh,Sultanpur,26.28463864,82.05710457,3214832,3797117
Uttar Pradesh,Unnao,26.63163991,80.63677329,2700324,3108367
Uttar Pradesh,Varanasi,25.36057089,82.82529667,3138671,3676841
Uttaranchal,Almora,29.68353213,79.50165064,,
Uttaranchal,Bageshwar,29.98703393,79.83954354,,
Uttaranchal,Chamoli,30.58338611,79.56281096,,
Uttaranchal,Champawat,29.29142394,80.07720212,,
Uttaranchal,Dehra Dun,30.53333341,77.90884125,,
Uttaranchal,Haridwar,29.88605766,77.92980068,,
Uttaranchal,Naini Tal,29.33637053,79.49979118,,
Uttaranchal,Pauri Garhwal,29.97806755,78.77450163,,
Uttaranchal,Pithoragarh,30.14720632,80.34229231,,
Uttaranchal,Rudra Prayag,30.55657756,79.09422047,,
Uttaranchal,Tehri Garhwal,30.46370092,78.48783793,,
Uttaranchal,Udham Singh Nagar,29.02779578,79.45629005,,
Uttaranchal,Uttarkashi,30.96895855,78.56880615,,
West Bengal,Bankura,23.08128089,87.12640054,3192695,3596674
West Bengal,Barddhaman,23.44445389,87.81505811,,
West Bengal,Birbhum,24.06389343,87.65153089,3015422,3502404
West Bengal,Dakshin Dinajpur,25.34209436,88.6982168,1503178,1676276
West Bengal,Darjiling,26.83961957,88.33145067,,
West Bengal,East Midnapore,21.99199725,87.92280826,,
West Bengal,Haora,22.40167417,87.99421177,,
West Bengal,Hugli,22.87929265,88.00010265,,
West Bengal,Jalpaiguri,26.62642031,89.04154375,3401173,3872846
West Bengal,Kochbihar,26.25051611,89.30613827,,
West Bengal,Kolkata,22.55058148,88.35276481,4572876,4496694
West Bengal,Maldah,25.08026803,88.17191685,3290468,3988845
West Bengal,Murshidabad,24.25950655,88.1681686,5866569,7103807
West Bengal,Nadia,23.56410971,88.58293035,4604827,5167600
West Bengal,North 24 Parganas,22.06238845,88.87793961,,
West Bengal,Puruliya,23.25419233,86.39685329,,
West Bengal,South 24 Parganas,21.85442751,88.44536971,,
West Bengal,Uttar Dinajpur,26.04461917,88.23595232,2441794,3007134
West Bengal,West Midnapore,22.35489692,87.23101441,,
